EmployeeID,Department,Gender,Age,TenureYears,AnnualSalary,SatisfactionScore,PerformanceRating,OverTime,WorkFromHome,Education,Attrition
EMP9978,Operations,Male,30,13.8,611000.0,4,4,No,Yes,Master's,No
EMP9979,Finance,Male,45,3.8,440000.0,1,3,No,No,PhD,No
EMP9980,Customer Support,Male,30,6.5,1089000.0,1,5,No,Yes,Master's,No
EMP9981,Operations,Male,39,6.5,2127000.0,2,4,Yes,Yes,Bachelor's,No
EMP9982,HR,Female,26,7.2,1774000.0,1,4,No,Yes,Bachelor's,No
EMP9983,Engineering,Male,26,2.0,1115000.0,5,5,No,No,Bachelor's,No
EMP9984,HR,Male,27,14.9,949000.0,1,1,No,Yes,Master's,No
EMP9985,Sales,Female,50,5.5,815000.0,3,1,No,No,Bachelor's,No
EMP9986,Finance,Male,28,12.1,584000.0,4,2,No,Yes,Bachelor's,No
EMP9987,Customer Support,Female,44,8.2,1115000.0,3,2,No,No,Bachelor's,No
EMP9988,HR,Male,31,3.3,2150000.0,1,3,Yes,No,Bachelor's,Yes
EMP9989,Engineering,Male,29,13.8,635000.0,1,3,No,No,PhD,No
EMP9990,Marketing,Female,27,6.2,837000.0,4,2,No,Yes,Master's,No
EMP9991,Customer Support,Male,31,12.7,1772000.0,1,4,No,Yes,Bachelor's,Yes
EMP9992,Engineering,Female,53,13.2,721000.0,1,5,No,No,Master's,No
EMP9993,Sales,Female,25,7.8,1281000.0,1,4,No,Yes,Bachelor's,No
EMP9994,Customer Support,Male,42,9.0,716000.0,3,3,No,Yes,Master's,No
EMP9995,Engineering,Female,45,8.1,912000.0,3,1,Yes,No,Bachelor's,No
EMP9996,Marketing,Male,44,8.7,933000.0,3,2,No,No,Master's,No
EMP9997,HR,Male,51,10.3,2013000.0,2,2,No,No,Master's,No
EMP9998,Customer Support,Female,23,4.3,826000.0,1,4,No,Yes,Master's,No
EMP9999,Operations,Female,33,13.9,753000.0,2,3,No,No,Bachelor's,No
EMP10000,Sales,Male,28,13.9,1871000.0,2,3,Yes,No,Bachelor's,Yes
EMP10001,Operations,Female,26,7.4,877000.0,2,4,No,No,Bachelor's,Yes
EMP10002,Operations,Female,28,8.8,1211000.0,2,3,No,No,Bachelor's,Yes
EMP10003,Customer Support,Female,36,12.1,2012000.0,5,3,Yes,Yes,Diploma,No
EMP10004,Sales,Female,21,12.0,1017000.0,1,3,No,Yes,Bachelor's,Yes
EMP10005,Finance,Female,44,5.5,1985000.0,5,2,No,Yes,Diploma,No
EMP10006,Marketing,Male,41,11.9,1047000.0,3,2,No,Yes,PhD,No
EMP10007,Finance,Female,30,12.5,2102000.0,1,2,No,No,Bachelor's,Yes
EMP10008,Finance,Male,27,10.8,1371000.0,1,5,No,No,Diploma,No
EMP10009,Finance,Male,44,4.1,1843000.0,1,5,No,No,Bachelor's,Yes
EMP10010,Customer Support,Female,23,14.1,1611000.0,3,5,Yes,No,Master's,Yes
EMP10011,HR,Female,37,10.4,1433000.0,1,2,No,No,Bachelor's,No
EMP10012,HR,Male,44,6.3,2191000.0,5,2,No,Yes,Bachelor's,No
EMP10013,Sales,Female,39,12.9,405000.0,5,5,No,No,PhD,No
EMP10014,Sales,Male,26,14.1,811000.0,5,2,Yes,No,Bachelor's,No
EMP10015,Customer Support,Female,34,7.6,2191000.0,3,1,No,Yes,PhD,No
EMP10016,HR,Male,51,1.3,1761000.0,2,5,No,No,PhD,No
EMP10017,Engineering,Male,53,10.0,624000.0,5,2,No,No,Master's,No
EMP10018,Operations,Male,26,3.0,1970000.0,1,4,Yes,No,Diploma,No
EMP10019,HR,Male,22,12.6,1926000.0,4,3,No,No,Bachelor's,No
EMP10020,Finance,Male,48,2.6,1459000.0,5,1,No,No,Diploma,Yes
EMP10021,Customer Support,Female,30,11.1,939000.0,3,2,No,No,Master's,No
EMP10022,Customer Support,Female,24,3.6,1800000.0,5,1,No,No,Bachelor's,No
EMP10023,Operations,Male,48,8.0,2167000.0,4,4,No,No,Bachelor's,No
EMP10024,Operations,Male,24,9.8,869000.0,3,3,No,Yes,Master's,No
EMP10025,Customer Support,Male,33,0.4,531000.0,1,4,Yes,No,Bachelor's,Yes
EMP10026,Finance,Male,39,4.7,2189000.0,1,4,Yes,No,Bachelor's,Yes
EMP10027,Operations,Female,23,14.0,793000.0,1,1,No,Yes,Bachelor's,Yes
EMP10028,Sales,Female,29,5.1,925000.0,1,1,Yes,No,Master's,Yes
EMP10029,Operations,Male,34,12.5,763000.0,4,2,Yes,No,Bachelor's,No
EMP10030,Engineering,Male,31,13.5,1185000.0,4,4,No,Yes,Bachelor's,No
EMP10031,Finance,Female,34,10.9,1178000.0,4,4,No,Yes,Master's,No
EMP10032,Customer Support,Male,24,4.5,1228000.0,4,5,No,Yes,Bachelor's,No
EMP10033,Finance,Female,21,11.0,1145000.0,1,3,No,No,Bachelor's,No
EMP10034,Engineering,Female,46,2.3,1071000.0,3,2,No,No,Bachelor's,No
EMP10035,Engineering,Male,34,9.6,364000.0,4,1,No,No,Bachelor's,Yes
EMP10036,Finance,Female,33,6.5,953000.0,5,4,No,No,Bachelor's,No
EMP10037,Sales,Female,30,8.4,1056000.0,4,3,No,No,Master's,No
EMP10038,HR,Female,36,1.6,1825000.0,4,4,Yes,Yes,Bachelor's,No
EMP10039,Engineering,Male,39,3.9,1184000.0,3,3,No,No,Bachelor's,Yes
EMP10040,HR,Female,32,10.3,575000.0,3,1,No,No,Bachelor's,No
EMP10041,Finance,Female,46,2.7,872000.0,2,2,No,Yes,Bachelor's,No
EMP10042,HR,Male,42,14.6,1891000.0,2,5,No,No,Bachelor's,Yes
EMP10043,Sales,Female,24,11.8,518000.0,2,3,No,No,Bachelor's,No
EMP10044,HR,Female,57,14.8,1152000.0,2,2,Yes,No,Master's,Yes
EMP10045,Customer Support,Female,25,14.9,1558000.0,4,4,No,No,Master's,No
EMP10046,Customer Support,Female,56,2.7,808000.0,5,4,No,Yes,Bachelor's,No
EMP10047,Sales,Female,42,13.7,1836000.0,3,2,No,Yes,Master's,No
EMP10048,Customer Support,Male,31,5.4,911000.0,1,5,Yes,No,Bachelor's,Yes
EMP10049,Finance,Male,30,2.2,2029000.0,1,3,No,No,PhD,Yes
EMP10050,Operations,Female,25,6.3,949000.0,1,2,No,Yes,PhD,Yes
EMP10051,Engineering,Male,48,7.0,1218000.0,3,3,No,Yes,Bachelor's,No
EMP10052,Engineering,Female,49,14.3,554000.0,1,2,No,No,Diploma,No
EMP10053,Marketing,Female,31,2.4,1018000.0,1,4,Yes,No,PhD,No
EMP10054,HR,Female,48,4.6,425000.0,5,5,No,No,Bachelor's,No
EMP10055,Finance,Male,54,2.4,800000.0,5,4,No,No,Diploma,No
EMP10056,Finance,Female,29,6.1,1035000.0,2,5,No,No,Bachelor's,No
EMP10057,Operations,Male,29,8.4,390000.0,1,4,No,No,Bachelor's,No
EMP10058,Sales,Female,55,3.3,1093000.0,1,5,No,Yes,Diploma,No
EMP10059,Operations,Male,57,7.3,588000.0,2,5,Yes,No,Diploma,Yes
EMP10060,HR,Female,53,10.7,2054000.0,2,5,Yes,Yes,Bachelor's,No
EMP10061,Marketing,Female,45,13.4,1411000.0,4,2,No,No,Bachelor's,Yes
EMP10062,Customer Support,Male,42,1.7,1767000.0,5,2,No,Yes,Bachelor's,No
EMP10063,Customer Support,Female,24,10.5,1890000.0,4,4,No,No,Bachelor's,No
EMP10064,Customer Support,Male,32,7.0,2024000.0,2,3,No,No,Master's,Yes
EMP10065,Operations,Female,33,2.1,1342000.0,2,1,No,Yes,Bachelor's,No
EMP10066,Engineering,Male,21,11.3,1833000.0,1,3,No,No,Diploma,No
EMP10067,Operations,Male,36,6.6,1907000.0,2,5,No,No,Bachelor's,No
EMP10068,HR,Female,49,13.7,1204000.0,1,4,Yes,No,Bachelor's,No
EMP10069,Operations,Female,39,13.6,2021000.0,4,5,No,Yes,Bachelor's,No
EMP10070,Engineering,Male,51,3.7,390000.0,4,3,No,Yes,Master's,No
EMP10071,Finance,Female,32,10.7,792000.0,5,2,No,Yes,Master's,No
EMP10072,HR,Male,33,10.8,1907000.0,5,1,No,No,Diploma,No
EMP10073,Marketing,Male,37,3.8,1113000.0,3,4,No,Yes,Bachelor's,No
EMP10074,HR,Female,55,10.7,1877000.0,1,2,No,No,Bachelor's,No
EMP10075,Sales,Male,53,7.0,933000.0,1,3,No,Yes,Bachelor's,No
EMP10076,Finance,Female,33,13.3,791000.0,4,2,No,Yes,Diploma,Yes
EMP10077,Marketing,Male,53,3.4,943000.0,4,5,No,Yes,Bachelor's,No
EMP10078,Engineering,Male,41,10.7,431000.0,1,4,Yes,Yes,Bachelor's,Yes
EMP10079,Operations,Female,29,5.7,1607000.0,2,3,Yes,Yes,Bachelor's,No
EMP10080,Finance,Female,27,1.3,1829000.0,5,4,No,Yes,Master's,No
EMP10081,Operations,Male,36,6.3,397000.0,1,4,Yes,Yes,Bachelor's,Yes
EMP10082,HR,Female,33,9.6,1340000.0,3,3,Yes,No,Bachelor's,No
EMP10083,Operations,Female,48,8.9,364000.0,2,3,Yes,Yes,Bachelor's,Yes
EMP10084,Finance,Female,48,8.9,2067000.0,4,5,No,No,Diploma,No
EMP10085,Finance,Male,47,5.1,2095000.0,2,4,No,No,Diploma,Yes
EMP10086,Engineering,Female,46,12.4,527000.0,5,2,No,No,Diploma,No
EMP10087,Sales,Female,26,9.0,1323000.0,3,1,No,No,Master's,No
EMP10088,Customer Support,Male,36,5.7,1122000.0,5,4,No,No,Master's,Yes
EMP10089,Finance,Female,46,11.7,1153000.0,3,1,Yes,Yes,Bachelor's,No
EMP10090,Sales,Male,39,3.5,1694000.0,5,2,No,Yes,Master's,No
EMP10091,HR,Female,31,1.9,1907000.0,2,2,Yes,No,Master's,No
EMP10092,Customer Support,Male,22,4.2,450000.0,4,4,Yes,No,Bachelor's,No
EMP10093,Finance,Male,36,4.3,1820000.0,4,4,No,Yes,Master's,No
EMP10094,Sales,Male,48,3.4,1700000.0,5,2,No,No,Diploma,No
EMP10095,Sales,Female,42,8.0,959000.0,4,3,Yes,No,PhD,No
EMP10096,Finance,Female,33,8.3,1821000.0,5,3,Yes,No,Bachelor's,No
EMP10097,Operations,Male,30,13.3,349000.0,1,2,No,No,Bachelor's,No
EMP10098,HR,Male,44,12.9,1784000.0,2,3,Yes,No,Master's,No
EMP10099,Customer Support,Male,43,6.7,1202000.0,2,4,No,Yes,Master's,No
EMP10100,Sales,Male,47,13.7,2092000.0,2,4,No,Yes,Diploma,No
EMP10101,Marketing,Male,48,8.9,932000.0,1,1,No,No,Bachelor's,No
EMP10102,Finance,Female,24,3.2,1178000.0,4,2,No,No,Master's,Yes
EMP10103,HR,Female,50,7.4,484000.0,4,2,No,No,Bachelor's,No
EMP10104,Sales,Male,55,10.0,1386000.0,2,4,No,No,Bachelor's,No
EMP10105,Operations,Female,36,0.6,920000.0,5,5,No,Yes,Bachelor's,Yes
EMP10106,Sales,Male,30,14.9,2142000.0,2,3,No,No,Master's,No
EMP10107,Sales,Male,22,13.8,1560000.0,3,3,No,No,Master's,No
EMP10108,Customer Support,Male,49,13.7,670000.0,1,4,No,No,Bachelor's,No
EMP10109,Operations,Male,42,0.5,2045000.0,1,5,Yes,Yes,Bachelor's,No
EMP10110,Marketing,Male,30,8.1,674000.0,3,1,Yes,No,Bachelor's,Yes
EMP10111,Engineering,Male,40,13.9,848000.0,5,3,No,No,Bachelor's,No
EMP10112,HR,Male,35,1.3,1512000.0,3,2,No,Yes,Bachelor's,No
EMP10113,Finance,Female,30,6.0,1520000.0,1,4,Yes,Yes,Bachelor's,Yes
EMP10114,Operations,Female,50,10.0,533000.0,2,2,Yes,No,Bachelor's,No
EMP10115,Marketing,Female,38,9.2,745000.0,1,2,No,No,Bachelor's,No
EMP10116,Customer Support,Male,39,13.8,718000.0,4,1,No,No,Master's,No
EMP10117,Engineering,Female,57,3.7,1276000.0,5,3,Yes,Yes,Bachelor's,No
EMP10118,Customer Support,Female,23,15.0,1844000.0,1,5,No,No,Bachelor's,Yes
EMP10119,Operations,Male,38,0.2,935000.0,1,1,Yes,No,Bachelor's,Yes
EMP10120,HR,Female,54,2.2,948000.0,4,2,No,Yes,Bachelor's,No
EMP10121,Marketing,Male,32,9.0,1938000.0,5,4,No,Yes,Bachelor's,No
EMP10122,Operations,Female,29,11.2,2037000.0,2,2,Yes,Yes,Bachelor's,Yes
EMP10123,Finance,Male,46,4.6,1131000.0,4,5,No,Yes,Bachelor's,Yes
EMP10124,Customer Support,Male,57,11.0,2026000.0,1,2,No,No,Bachelor's,No
EMP10125,Engineering,Female,40,8.2,874000.0,1,1,No,No,PhD,No
EMP10126,Finance,Male,40,1.3,1339000.0,1,5,No,No,Diploma,Yes
EMP10127,Marketing,Female,52,14.8,1734000.0,2,4,No,No,Bachelor's,No
EMP10128,Engineering,Male,47,8.6,1430000.0,1,2,No,No,Bachelor's,No
EMP10129,Operations,Female,42,6.2,1139000.0,4,3,No,No,Master's,No
EMP10130,Customer Support,Female,56,9.1,1797000.0,4,5,No,No,Bachelor's,No
EMP10131,Marketing,Male,32,8.2,1806000.0,3,5,No,Yes,Diploma,No
EMP10132,Finance,Female,57,6.2,1474000.0,1,4,No,Yes,Bachelor's,Yes
EMP10133,Finance,Male,35,8.1,1659000.0,4,2,No,Yes,Bachelor's,No
EMP10134,Finance,Female,49,6.0,1608000.0,1,5,Yes,No,Diploma,Yes
EMP10135,Finance,Male,22,4.6,1914000.0,2,1,Yes,Yes,Master's,No
EMP10136,HR,Female,45,12.3,1547000.0,5,3,No,Yes,Master's,No
EMP10137,HR,Female,42,13.8,1556000.0,1,2,No,No,Master's,Yes
EMP10138,Sales,Female,39,8.7,1002000.0,4,5,No,No,Master's,No
EMP10139,Engineering,Male,30,6.1,1415000.0,1,5,No,No,Master's,Yes
EMP10140,Engineering,Female,40,12.6,1986000.0,2,5,No,No,Bachelor's,No
EMP10141,HR,Female,32,8.2,905000.0,2,4,No,Yes,Master's,No
EMP10142,Finance,Female,54,13.3,1680000.0,4,1,No,Yes,Master's,No
EMP10143,Customer Support,Female,26,4.1,2031000.0,4,3,Yes,Yes,Master's,Yes
EMP10144,Sales,Male,25,12.5,1002000.0,4,1,No,No,Master's,No
EMP10145,HR,Female,45,2.1,1580000.0,5,3,Yes,No,Diploma,No
EMP10146,HR,Female,42,9.9,1065000.0,1,5,No,Yes,Master's,No
EMP10147,Sales,Male,37,6.3,536000.0,1,4,No,No,Master's,No
EMP10148,Engineering,Male,53,1.0,753000.0,4,3,No,Yes,Master's,No
EMP10149,Finance,Male,26,14.3,1303000.0,5,5,No,No,Master's,No
EMP10150,HR,Female,32,7.7,2100000.0,2,1,Yes,No,Bachelor's,Yes
EMP10151,Operations,Male,33,2.1,838000.0,5,5,No,No,Bachelor's,Yes
EMP10152,Sales,Female,51,6.0,958000.0,3,2,No,No,Bachelor's,No
EMP10153,Customer Support,Male,40,5.3,932000.0,4,2,No,Yes,Diploma,No
EMP10154,Engineering,Male,24,2.7,1920000.0,2,3,No,Yes,PhD,Yes
EMP10155,Marketing,Female,50,10.6,767000.0,2,2,No,No,Diploma,No
EMP10156,Operations,Male,38,11.7,377000.0,2,4,No,Yes,PhD,No
EMP10157,Customer Support,Male,54,1.2,1035000.0,3,3,No,No,PhD,No
EMP10158,Engineering,Male,49,8.2,304000.0,3,1,Yes,Yes,Bachelor's,Yes
EMP10159,Finance,Female,55,5.4,1014000.0,5,3,Yes,No,Bachelor's,No
EMP10160,Customer Support,Male,40,0.9,1600000.0,3,5,No,No,Master's,No
EMP10161,HR,Male,47,8.1,1023000.0,3,2,No,No,Bachelor's,No
EMP10162,Customer Support,Male,44,14.6,531000.0,5,4,Yes,Yes,Master's,No
EMP10163,Customer Support,Female,24,7.7,1993000.0,5,2,No,No,Master's,No
EMP10164,Operations,Female,56,3.1,310000.0,5,4,Yes,No,Master's,No
EMP10165,Customer Support,Female,24,7.9,1035000.0,2,5,Yes,No,Bachelor's,No
EMP10166,Finance,Female,25,12.0,1219000.0,5,5,No,No,Bachelor's,No
EMP10167,HR,Male,37,0.7,1773000.0,4,3,No,No,Bachelor's,No
EMP10168,Engineering,Female,50,3.9,2142000.0,4,2,Yes,Yes,Bachelor's,No
EMP10169,Marketing,Male,44,9.9,1526000.0,2,3,Yes,No,Diploma,No
EMP10170,Engineering,Male,22,3.6,305000.0,2,2,Yes,No,Bachelor's,Yes
EMP10171,Operations,Male,49,1.5,1639000.0,5,3,Yes,Yes,Bachelor's,No
EMP10172,Finance,Female,38,12.9,1464000.0,5,4,Yes,No,Master's,No
EMP10173,Finance,Female,45,2.9,1051000.0,4,5,Yes,No,Diploma,No
EMP10174,HR,Male,33,1.1,1896000.0,4,3,No,Yes,Master's,No
EMP10175,Finance,Female,49,9.7,1030000.0,3,1,No,Yes,Bachelor's,No
EMP10176,Engineering,Male,44,4.6,1105000.0,2,4,Yes,Yes,Bachelor's,No
EMP10177,Finance,Female,35,13.0,1550000.0,3,3,No,Yes,Master's,No
EMP10178,HR,Male,42,11.3,951000.0,2,2,No,No,Bachelor's,No
EMP10179,Customer Support,Female,39,14.0,2157000.0,2,3,Yes,No,Bachelor's,Yes
EMP10180,HR,Male,51,14.3,2185000.0,4,5,Yes,Yes,Master's,Yes
EMP10181,HR,Female,57,3.0,1927000.0,2,1,Yes,No,Master's,No
EMP10182,Operations,Male,21,10.1,718000.0,5,5,No,No,Bachelor's,No
EMP10183,Customer Support,Male,37,7.2,1668000.0,4,4,No,Yes,Bachelor's,No
EMP10184,HR,Male,49,10.3,488000.0,2,3,No,No,Bachelor's,Yes
EMP10185,Sales,Male,51,1.6,944000.0,2,5,No,No,Master's,No
EMP10186,Engineering,Female,50,1.7,1101000.0,3,2,No,No,Master's,No
EMP10187,Customer Support,Female,24,1.0,710000.0,2,5,No,Yes,Master's,Yes
EMP10188,HR,Female,40,8.1,860000.0,3,3,Yes,Yes,Diploma,No
EMP10189,Marketing,Male,44,2.7,1901000.0,2,2,No,No,Master's,Yes
EMP10190,Operations,Female,43,7.7,1563000.0,3,5,Yes,Yes,Bachelor's,Yes
EMP10191,Marketing,Female,27,5.5,546000.0,3,4,No,Yes,Master's,No
EMP10192,Customer Support,Male,28,5.3,777000.0,5,2,No,No,Bachelor's,No
EMP10193,Marketing,Female,46,7.7,1464000.0,3,3,Yes,No,Diploma,No
EMP10194,Engineering,Female,48,7.4,1736000.0,5,3,No,No,Diploma,No
EMP10195,Marketing,Female,53,1.6,1081000.0,3,2,No,No,Master's,No
EMP10196,Finance,Female,33,3.7,2124000.0,4,1,No,No,Bachelor's,No
EMP10197,HR,Male,34,8.8,1441000.0,2,1,No,No,Master's,No
EMP10198,Marketing,Female,24,1.9,335000.0,4,1,No,Yes,Master's,Yes
EMP10199,HR,Male,55,1.4,521000.0,4,5,No,Yes,Diploma,No
EMP10200,HR,Male,36,11.3,977000.0,2,3,Yes,No,Master's,Yes
EMP10201,Engineering,Female,24,12.5,1992000.0,3,5,No,No,PhD,No
EMP10202,Finance,Female,34,5.1,2150000.0,2,4,No,No,Bachelor's,No
EMP10203,Operations,Female,48,12.9,510000.0,3,4,Yes,Yes,Bachelor's,No
EMP10204,HR,Female,32,6.5,1664000.0,3,1,Yes,Yes,Master's,No
EMP10205,Operations,Male,27,4.1,1792000.0,1,3,No,Yes,Diploma,No
EMP10206,Engineering,Female,25,2.7,1337000.0,5,2,No,Yes,Master's,No
EMP10207,Engineering,Female,37,7.7,969000.0,2,4,No,Yes,Bachelor's,Yes
EMP10208,Operations,Female,23,0.8,970000.0,3,5,No,Yes,Diploma,Yes
EMP10209,Sales,Male,45,3.0,1725000.0,5,3,No,Yes,Master's,No
EMP10210,Customer Support,Male,48,3.3,1990000.0,3,5,No,No,Diploma,Yes
EMP10211,Marketing,Female,47,12.4,743000.0,1,4,No,No,Bachelor's,Yes
EMP10212,HR,Female,41,4.2,1551000.0,2,4,Yes,No,Bachelor's,No
EMP10213,Finance,Male,55,5.1,558000.0,1,4,Yes,Yes,Master's,No
EMP10214,Sales,Male,43,12.9,1935000.0,2,1,Yes,Yes,Diploma,Yes
EMP10215,HR,Male,24,14.2,1769000.0,4,3,No,No,PhD,No
EMP10216,HR,Male,37,6.6,1198000.0,1,3,No,Yes,PhD,No
EMP10217,HR,Female,49,2.2,754000.0,2,2,No,Yes,Bachelor's,Yes
EMP10218,Finance,Female,30,7.3,1788000.0,1,2,No,Yes,Master's,No
EMP10219,Customer Support,Male,56,6.8,850000.0,4,4,No,No,PhD,Yes
EMP10220,Finance,Female,26,1.1,1484000.0,1,5,No,No,Diploma,No
EMP10221,HR,Male,44,12.3,1552000.0,5,1,No,No,Bachelor's,Yes
EMP10222,Marketing,Male,21,12.8,1595000.0,3,5,Yes,No,Bachelor's,No
EMP10223,Operations,Female,36,13.6,572000.0,3,1,No,No,Bachelor's,No
EMP10224,Operations,Female,57,4.2,455000.0,3,5,Yes,No,Bachelor's,Yes
EMP10225,Engineering,Male,35,3.7,762000.0,5,1,No,No,Bachelor's,No
EMP10226,Marketing,Male,35,12.0,1379000.0,5,2,No,No,Bachelor's,No
EMP10227,Operations,Female,36,11.2,1817000.0,4,5,No,Yes,Bachelor's,No
EMP10228,Customer Support,Female,40,2.1,1784000.0,3,3,Yes,Yes,Master's,No
EMP10229,Operations,Female,42,3.8,1956000.0,2,3,No,No,Bachelor's,No
EMP10230,Customer Support,Female,38,3.5,1907000.0,3,2,Yes,No,Bachelor's,No
EMP10231,Sales,Female,34,3.2,1855000.0,1,5,No,Yes,Master's,No
EMP10232,Sales,Male,21,8.0,1110000.0,3,4,Yes,Yes,Bachelor's,No
EMP10233,Marketing,Female,52,2.4,1629000.0,1,2,Yes,No,Bachelor's,No
EMP10234,Operations,Male,34,8.4,715000.0,5,4,No,No,Master's,No
EMP10235,Operations,Male,48,12.8,2151000.0,2,5,Yes,Yes,Bachelor's,Yes
EMP10236,Finance,Male,43,12.6,1350000.0,1,1,Yes,No,Bachelor's,Yes
EMP10237,Finance,Female,47,14.5,1041000.0,5,3,No,No,Bachelor's,No
EMP10238,Customer Support,Female,42,2.0,2078000.0,2,2,Yes,No,Bachelor's,Yes
EMP10239,Operations,Female,29,7.2,1286000.0,4,5,Yes,No,Bachelor's,No
EMP10240,Customer Support,Male,45,2.0,556000.0,5,5,No,No,Bachelor's,No
EMP10241,Marketing,Male,53,12.6,913000.0,5,4,No,No,Bachelor's,No
EMP10242,Engineering,Female,22,5.6,355000.0,1,1,Yes,No,Master's,Yes
EMP10243,Customer Support,Male,22,7.2,1602000.0,4,5,No,No,Bachelor's,Yes
EMP10244,Finance,Female,39,9.1,808000.0,2,2,No,No,Bachelor's,No
EMP10245,Sales,Male,30,13.9,401000.0,3,5,Yes,No,Bachelor's,Yes
EMP10246,HR,Female,26,7.0,1220000.0,2,4,No,No,Master's,No
EMP10247,Customer Support,Female,22,10.5,548000.0,4,5,No,No,Diploma,Yes
EMP10248,Engineering,Female,25,10.4,1177000.0,3,2,No,No,Bachelor's,No
EMP10249,Marketing,Female,22,8.6,492000.0,1,4,Yes,Yes,Master's,Yes
EMP10250,Marketing,Male,57,3.4,664000.0,4,1,No,Yes,PhD,No
EMP10251,HR,Male,40,7.4,398000.0,2,5,Yes,No,Master's,No
EMP10252,Operations,Male,26,11.9,1290000.0,5,1,No,No,Bachelor's,No
EMP10253,Engineering,Female,48,0.3,525000.0,4,3,No,Yes,Master's,No
EMP10254,Customer Support,Male,54,8.5,2103000.0,5,1,No,No,PhD,No
EMP10255,Customer Support,Male,47,6.0,714000.0,4,4,No,Yes,Bachelor's,No
EMP10256,Marketing,Male,49,10.4,1753000.0,1,2,No,Yes,Master's,Yes
EMP10257,Finance,Male,52,10.2,1403000.0,3,2,No,No,Master's,No
EMP10258,Sales,Male,55,4.9,1873000.0,2,4,No,Yes,Master's,No
EMP10259,Customer Support,Female,53,5.7,932000.0,5,2,No,Yes,Bachelor's,No
EMP10260,HR,Male,32,12.3,1639000.0,1,2,No,Yes,Bachelor's,No
EMP10261,Customer Support,Male,36,1.0,2178000.0,4,4,No,No,Master's,No
EMP10262,Operations,Male,33,4.9,898000.0,1,3,No,No,Master's,Yes
EMP10263,Marketing,Male,29,6.3,1951000.0,5,4,No,Yes,Bachelor's,No
EMP10264,Engineering,Male,35,7.4,460000.0,2,2,No,Yes,Bachelor's,No
EMP10265,HR,Female,46,7.5,1462000.0,1,1,No,Yes,Bachelor's,No
EMP10266,Operations,Female,31,10.8,500000.0,2,3,No,No,Bachelor's,Yes
EMP10267,Operations,Male,44,14.9,1618000.0,1,3,Yes,No,Master's,No
EMP10268,Customer Support,Male,36,13.8,570000.0,1,4,Yes,Yes,Bachelor's,No
EMP10269,HR,Male,49,13.4,1000000.0,3,4,No,Yes,Bachelor's,No
EMP10270,Engineering,Female,28,13.8,1967000.0,4,3,No,Yes,Master's,No
EMP10271,Sales,Male,40,1.5,1481000.0,5,3,No,No,Master's,No
EMP10272,Engineering,Male,52,0.9,532000.0,5,4,Yes,Yes,Master's,No
EMP10273,Customer Support,Female,33,9.3,546000.0,1,5,Yes,No,Bachelor's,No
EMP10274,Marketing,Male,45,7.8,1706000.0,5,2,Yes,No,Bachelor's,No
EMP10275,Marketing,Male,52,3.2,1411000.0,2,5,Yes,No,Master's,No
EMP10276,Operations,Male,38,14.0,1132000.0,5,4,No,Yes,Bachelor's,No
EMP10277,Operations,Male,41,8.4,589000.0,2,2,No,No,Bachelor's,No
EMP10278,Finance,Female,41,1.4,957000.0,5,4,Yes,No,Master's,No
EMP10279,Operations,Male,51,3.8,1252000.0,5,3,No,No,Master's,No
EMP10280,Engineering,Female,27,3.5,361000.0,3,5,No,Yes,PhD,Yes
EMP10281,Marketing,Male,57,8.1,2131000.0,3,1,No,Yes,Bachelor's,No
EMP10282,HR,Female,52,2.5,1207000.0,3,2,No,Yes,Bachelor's,No
EMP10283,HR,Female,34,7.0,432000.0,2,5,Yes,No,Master's,Yes
EMP10284,HR,Male,46,8.6,529000.0,5,3,No,Yes,Bachelor's,No
EMP10285,Customer Support,Female,38,7.4,1111000.0,3,4,No,Yes,Bachelor's,No
EMP10286,Customer Support,Female,46,7.6,364000.0,2,5,No,Yes,Master's,Yes
EMP10287,Engineering,Female,35,8.8,694000.0,2,3,No,No,Master's,Yes
EMP10288,Customer Support,Male,28,11.3,605000.0,4,2,Yes,No,PhD,No
EMP10289,HR,Male,41,1.5,1337000.0,1,3,No,No,Bachelor's,No
EMP10290,Sales,Male,31,4.0,1205000.0,5,5,No,No,Master's,No
EMP10291,Engineering,Male,23,3.7,1838000.0,5,1,No,No,Master's,No
EMP10292,Marketing,Female,49,11.9,1971000.0,5,1,No,No,Bachelor's,No
EMP10293,Customer Support,Female,55,10.6,1512000.0,1,3,No,No,Bachelor's,No
EMP10294,HR,Male,53,10.2,1071000.0,4,5,No,No,Master's,No
EMP10295,Customer Support,Female,43,8.0,599000.0,4,1,No,No,Bachelor's,No
EMP10296,Marketing,Female,37,1.3,592000.0,2,2,No,No,Diploma,No
EMP10297,Customer Support,Female,23,2.5,615000.0,1,5,No,No,Master's,No
EMP10298,Sales,Male,57,3.7,1305000.0,4,1,No,Yes,Master's,No
EMP10299,HR,Female,53,5.4,1071000.0,3,2,No,Yes,Bachelor's,No
EMP10300,Operations,Female,57,1.7,1619000.0,4,4,No,No,PhD,Yes
EMP10301,Finance,Female,39,10.1,1651000.0,1,2,Yes,No,PhD,Yes
EMP10302,Marketing,Male,49,10.6,1720000.0,4,2,Yes,No,Master's,No
EMP10303,Marketing,Male,47,10.5,656000.0,5,2,No,Yes,PhD,No
EMP10304,Finance,Female,48,11.6,1919000.0,2,1,No,No,Master's,Yes
